"PAGE","NUMBER","POS","REPO_PATH","LOCAL_AS_SITE_SHOWS","LOCAL_KIND","EXISTS","ON_904_SIDEWAYS_LIST","UPRIGHT_COPY"
"G05_POEM_UNRELEASED_PAGE_03_OF_19_V10F_W0220.html","653","1","gems-0501-1000/20260818_202513.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260818_202513.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_03_OF_19_V10F_W0220.html","660","1","gems-0501-1000/20260818_202650.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_202650.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_03_OF_19_V10F_W0220.html","662","1","gems-0501-1000/20260818_202749.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_202749.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_03_OF_19_V10F_W0220.html","665","1","gems-0501-1000/20260818_202822.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_202822.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_03_OF_19_V10F_W0220.html","672","1","gems-0501-1000/20260818_202955.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_202955.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_03_OF_19_V10F_W0220.html","675","1","gems-0501-1000/20260818_203032.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_203032.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_03_OF_19_V10F_W0220.html","686","1","gems-0501-1000/20260818_203306.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_203306.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_03_OF_19_V10F_W0220.html","692","1","gems-0501-1000/20260818_203429.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_203429.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","697","1","gems-0501-1000/20260818_203601.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_203601.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","701","1","gems-0501-1000/20260818_203656.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_203656.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","705","1","gems-0501-1000/20260818_203802.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_203802.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","709","1","gems-0501-1000/20260818_203906.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_203906.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","710","1","gems-0501-1000/20260818_203920.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_203920.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","717","1","gems-0501-1000/20260818_204054.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204054.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","718","1","gems-0501-1000/20260818_204109.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204109.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","719","1","gems-0501-1000/20260818_204119.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204119.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","723","1","gems-0501-1000/20260818_204210.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204210.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","731","1","gems-0501-1000/20260818_204422.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204422.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","735","1","gems-0501-1000/20260818_204536.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204536.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","736","1","gems-0501-1000/20260818_204547.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204547.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","737","1","gems-0501-1000/20260818_204558.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204558.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","740","1","gems-0501-1000/20260818_204648.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204648.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","742","1","gems-0501-1000/20260818_204718.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260818_204718.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","743","1","gems-0501-1000/20260818_204729.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204729.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","744","1","gems-0501-1000/20260818_204740.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204740.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","747","1","gems-0501-1000/20260818_204825.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204825.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","750","1","gems-0501-1000/20260818_204904.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204904.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","752","1","gems-0501-1000/20260818_204926.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204926.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","753","1","gems-0501-1000/20260818_204943.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_204943.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","757","1","gems-0501-1000/20260818_205044.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_205044.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","757","2","gems-0501-1000/20260818_205054.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_205054.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260818_205054__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","759","1","gems-0501-1000/20260818_205130.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_205130.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","761","1","gems-0501-1000/20260818_205156.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_205156.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","763","1","gems-0501-1000/20260818_205226.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_205226.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","765","1","gems-0501-1000/20260818_205250.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_205250.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","766","1","gems-0501-1000/20260818_205301.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_205301.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","772","1","gems-0501-1000/20260818_205443.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_205443.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","776","1","gems-0501-1000/20260818_205523.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260818_205523.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_04_OF_19_V10F_W0220.html","789","1","gems-0501-1000/20260819_071900.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_071900.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","794","1","gems-0501-1000/20260819_072029.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_072029.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","800","1","gems-0501-1000/20260819_072218.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_072218.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","800","2","gems-0501-1000/20260819_072324.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_072324.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","800","3","gems-0501-1000/20260819_072335.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_072335.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","800","4","gems-0501-1000/20260819_072223.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_072223.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_072223__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","800","5","gems-0501-1000/20260819_072230.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_072230.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_072230__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","803","1","gems-0501-1000/20260819_072454.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_072454.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","803","2","gems-0501-1000/20260819_072458.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_072458.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","840","1","gems-0501-1000/20260819_073625.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260819_073625.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","885","1","gems-0501-1000/20260819_074933.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260819_074933.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","925","1","gems-0501-1000/20260819_083055.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_083055.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","935","1","gems-0501-1000/20260819_083331.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260819_083331.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","955","1","gems-0501-1000/20260819_084008.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260819_084008.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","985","1","gems-0501-1000/501 to 787 part 2 (100).jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\501 to 787 part 2 (100).jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1001","1","gems-0501-1000/20260819_085332.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260819_085332.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1001","2","gems-0501-1000/20260819_085342.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_085342.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1072","1","gems-0501-1000/20260819_100510.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100510.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1072","2","gems-0501-1000/20260819_100541.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100541.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_100541__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1072","3","gems-0501-1000/20260819_100518.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100518.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_100518__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1072","4","gems-0501-1000/20260819_100529.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100529.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1072","5","gems-0501-1000/20260819_100535.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100535.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_100535__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1072","6","gems-0501-1000/20260819_100539.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100539.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_100539__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1073","1","gems-0501-1000/20260819_100606.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260819_100606.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1073","2","gems-0501-1000/20260819_100911.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100911.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1073","3","gems-0501-1000/20260819_100924.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100924.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_100924__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1073","4","gems-0501-1000/20260819_100916.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100916.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_100916__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1073","5","gems-0501-1000/20260819_100920.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100920.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_100920__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1073","6","gems-0501-1000/20260819_100928.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_100928.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_100928__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","1","gems-0501-1000/20260819_100959.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260819_100959.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","2","gems-0501-1000/20260819_101012.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101012.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101012__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","3","gems-0501-1000/20260819_101205.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101205.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101205__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","4","gems-0501-1000/20260819_101003.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101003.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101003__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","5","gems-0501-1000/20260819_101006.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101006.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101006__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","6","gems-0501-1000/20260819_101017.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101017.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101017__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","7","gems-0501-1000/20260819_101145.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101145.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101145__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","8","gems-0501-1000/20260819_101152.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101152.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101152__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","9","gems-0501-1000/20260819_101153.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101153.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101153__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","10","gems-0501-1000/20260819_101157.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101157.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101157__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1074","11","gems-0501-1000/20260819_101200.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0501-1000\20260819_101200.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-0501-1000__20260819_101200__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1102","1","gems-0001-0500-a/of 1348 HAND WRITTEN LYRICS (1103).jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0001-0500-a\of 1348 HAND WRITTEN LYRICS (1103).jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1102","2","gems-0001-0500-a/of 1348 HAND WRITTEN LYRICS (1115).jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0001-0500-a\of 1348 HAND WRITTEN LYRICS (1115).jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1102","3","gems-0001-0500-a/of 1348 HAND WRITTEN LYRICS (1127).jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-0001-0500-a\of 1348 HAND WRITTEN LYRICS (1127).jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1604","1","gems-1500-1799-b/20260810_092016.jpg","C:\TOM DECK V15 - PHOTO FIX - 20260915\rotated-photos\20260810_092016.jpg","ROTATED_394_AS_ON_GITHUB","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1604","2","gems-1500-1799-b/20260810_092022.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260810_092022.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-1500-1799-b__20260810_092022__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1604","3","gems-1500-1799-b/20260810_092026.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260810_092026.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-1500-1799-b__20260810_092026__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1604","4","gems-1500-1799-b/20260810_092028.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260810_092028.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-1500-1799-b__20260810_092028__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1604","5","gems-1500-1799-b/20260810_092032.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260810_092032.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-1500-1799-b__20260810_092032__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1604","6","gems-1500-1799-b/20260810_092037.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260810_092037.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-1500-1799-b__20260810_092037__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1604","7","gems-1500-1799-b/20260810_092009.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260810_092009.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-1500-1799-b__20260810_092009__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1734","1","gems-1500-1799-b/20260823_163450.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260823_163450.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-1500-1799-b__20260823_163450__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1734","2","gems-1500-1799-b/20260823_163453.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260823_163453.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1734","3","gems-1500-1799-b/20260823_163455.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260823_163455.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-1500-1799-b__20260823_163455__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1734","4","gems-1500-1799-b/20260823_163456.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1500-1799-b\20260823_163456.jpg","MIRROR","True","True","C:\Users\godbl\Desktop\PHOTO UPRIGHT CHECK 20260915\UPRIGHT_FIXED_20260915\gems-1500-1799-b__20260823_163456__UPRIGHT.jpg"
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1969","1","gems-1800-2045/20260818_114802.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1800-2045\20260818_114802.jpg","MIRROR","True","False",
"G05_POEM_UNRELEASED_PAGE_05_OF_19_V10F_W0220.html","1969","2","gems-1800-2045/20260818_114808.jpg","C:\(0.7) memob pic folders split\collabtunes-images\gems-1800-2045\20260818_114808.jpg","MIRROR","True","False",
